Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Log_Sales,Log_ShiipingCost,Log_Quantity,Log_Profit
24564,Critical,0.01,4.84,0.71,6,Dwight Hwang,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,*Staples* Highlighting Markers,0.52,West,California,San Jose,95123,2012-12-29,2012-12-31,57.5805,17,83.45,90200,4.424247650107844,-0.342490308946776,2.833213344056216,4.053183968717012
24565,Critical,0.1,85.99,0.99,6,Dwight Hwang,Regular Air,Home Office,Technology,Telephones and Communication,Wrap Bag,Accessory34,0.55,West,California,San Jose,95123,2012-12-29,2012-12-31,1176.5051999999998,24,1705.08,90200,7.441367309437984,-0.01005033585350145,3.1780538303479458,7.070303628047152
21866,High,0.05,12.28,4.86,7,Leon Gill,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1933,0.38,East,Massachusetts,Fall River,2724,2012-10-30,2012-10-31,72.9928,19,232.95,90198,5.450823838262806,1.5810384379124025,2.9444389791664403,4.290360806147133
20876,Medium,0.08,140.98,36.09,8,Melanie Garner,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",0.77,East,New Hampshire,Bedford,3110,2012-12-25,2012-12-26,-158.74,5,705.47,90199,6.558864247355429,3.586015818654697,1.6094379124341003,
20877,Medium,0.1,286.85,61.76,9,Lorraine Houston,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Riverside Furniture Stanwyck Manor Table Series,0.78,East,New Jersey,Camden,8101,2012-12-25,2012-12-27,-346.6151975000001,8,1794.27,90199,7.4923535329667414,4.123255905716521,2.0794415416798357,
22241,Critical,0.06,15.57,1.39,10,Meredith Norris Thomas,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Park Ridge™ Embossed Executive Business Envelopes,0.38,East,New Jersey,Pennsauken,8109,2011-10-04,2011-10-05,142.79549999999998,14,206.95,90195,5.332477218194741,0.3293037471426003,2.6390573296152584,4.961413536803909
21776,Critical,0.06,9.48,7.29,11,Marcus Dunlap,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",0.45,East,New Jersey,Roselle,7203,2010-08-15,2010-08-17,-53.8096,22,211.15,90192,5.3525687813799525,1.986503546020567,3.091042453358316,
23328,High,0.04,10.98,3.37,12,Kara Pace,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Fiskars® Softgrip Scissors,0.57,East,Rhode Island,Cranston,2907,2012-02-24,2012-02-26,23.12,8,90.39,90196,4.50413364181032,1.2149127443642704,2.0794415416798357,3.1406980438041767
24844,Medium,0.09,78.69,19.99,14,Gwendolyn F Tyson,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,0.43,Central,Minnesota,Prior Lake,55372,2010-05-12,2010-05-14,803.4705,16,1164.45,86838,7.060004151519799,2.995232148512309,2.772588722239781,6.688940470128967
24846,Medium,0.08,3.28,2.31,14,Gwendolyn F Tyson,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 321,0.56,Central,Minnesota,Prior Lake,55372,2010-05-12,2010-05-13,-24.03,7,22.23,86838,3.101442727976105,0.8372475245337022,1.9459101490553132,
24847,Medium,0.05,3.28,4.2,14,Gwendolyn F Tyson,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 351,0.56,Central,Minnesota,Prior Lake,55372,2010-05-12,2010-05-13,-37.03,4,13.99,86838,2.63834278867739,1.4350845252893227,1.3862943611198906,
24848,Medium,0.05,3.58,1.63,14,Gwendolyn F Tyson,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,"OIC Colored Binder Clips, Assorted Sizes",0.36,Central,Minnesota,Prior Lake,55372,2010-05-12,2010-05-13,-0.71,4,14.26,86838,2.65745841498615,0.4885800148186709,1.3862943611198906,
24845,Medium,0.01,6.48,7.86,14,Gwendolyn F Tyson,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 213,0.37,Central,Minnesota,Prior Lake,55372,2013-05-12,2013-05-13,-44.54,4,29.55,86845,3.386083743852107,2.061786606441115,1.3862943611198906,
18181,Critical,0.0,4.42,4.99,15,Timothy Reese,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Grip Seal Envelopes,0.38,East,New York,Smithtown,11787,2010-04-08,2010-04-09,-59.82,7,33.47,86837,3.510649515223235,1.6074359097634274,1.9459101490553132,
20925,Medium,0.01,35.94,6.66,15,Timothy Reese,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",0.4,East,New York,Smithtown,11787,2010-05-28,2010-05-28,261.87569999999994,10,379.53,86839,5.9389336450946875,1.8961194845522977,2.302585092994046,5.567869963703855
18263,Medium,0.03,1.76,0.7,15,Timothy Reese,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,0.56,East,New York,Smithtown,11787,2011-12-04,2011-12-06,-1.17,10,17.39,86840,2.855895328366192,-0.35667494393873245,2.302585092994046,
18554,Medium,0.04,5.98,5.2,15,Timothy Reese,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1992,0.36,East,New York,Smithtown,11787,2012-04-29,2012-05-01,-24.03,3,19.04,86841,2.9465420293632194,1.6486586255873816,1.0986122886681098,
22781,Low,0.0,7.59,4.0,15,Timothy Reese,Regular Air,Small Business,Furniture,Office Furnishings,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",0.42,East,New York,Smithtown,11787,2013-01-19,2013-01-21,23.266799999999996,4,33.72,86842,3.518091133133655,1.3862943611198906,1.3862943611198906,3.1470274517428227
23287,Low,0.07,4.13,6.89,15,Timothy Reese,Regular Air,Small Business,Office Supplies,Labels,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",0.39,East,New York,Smithtown,11787,2013-01-21,2013-01-23,-174.2696,9,38.18,86843,3.6423118182976015,1.9300710850255671,2.1972245773362196,
26267,High,0.04,2.98,1.58,16,Sarah Ramsey,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Staples Gold Paper Clips,0.39,East,New York,Syracuse,13210,2010-02-12,2010-02-15,2.63,6,18.8,86836,2.9338568698359038,0.4574248470388755,1.791759469228055,0.9669838461896731
26268,High,0.05,115.99,2.5,16,Sarah Ramsey,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 7797,0.55,East,New York,Syracuse,13210,2010-02-12,2010-02-14,652.7330999999999,10,945.99,86836,6.852231998171482,0.9162907318741551,2.302585092994046,6.48116831678065
26266,High,0.08,14.27,7.27,16,Sarah Ramsey,Express Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Laser Imprintable Binding System Covers, Desert Sand",0.38,East,New York,Syracuse,13210,2013-02-12,2013-02-15,3.4595000000000002,3,45.6,86844,3.8199077165203406,1.9837562915454279,1.0986122886681098,1.2411240699567287
19359,Low,0.05,5.85,2.27,17,Florence Hsu Schwarz,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",0.56,West,Montana,Great Falls,59405,2011-04-20,2011-04-24,-6.82,2,12.18,90033,2.4997952622817508,0.8197798314933114,0.6931471805599453,
20459,Critical,0.05,7.77,9.23,17,Florence Hsu Schwarz,Express Air,Small Business,Office Supplies,Appliances,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,0.58,West,Montana,Great Falls,59405,2012-04-06,2012-04-08,-96.33,4,34.75,90034,3.548179572010801,2.222459048514761,1.3862943611198906,
23890,High,0.05,26.48,6.93,18,Laurie Hanna,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,0.49,West,Montana,Helena,59601,2010-05-15,2010-05-16,314.4813,17,455.77,90031,6.121988296304084,1.9358598132018119,2.833213344056216,5.750924614913252
21763,Critical,0.08,42.98,4.62,18,Laurie Hanna,Express Air,Small Business,Office Supplies,Appliances,Small Box,Belkin F9M820V08 8 Outlet Surge,0.56,West,Montana,Helena,59601,2012-05-15,2012-05-16,446.07809999999995,15,646.49,90035,6.471557730188184,1.5303947050936475,2.70805020110221,6.100494048797352
21764,Critical,0.07,8.04,8.94,18,Laurie Hanna,Express Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/pkg",0.4,West,Montana,Helena,59601,2012-05-15,2012-05-15,-117.1045,9,75.85,90035,4.328757705794541,2.190535589185423,2.1972245773362196,
24062,Not Specified,0.08,5.0,3.39,18,Laurie Hanna,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Advantus Plastic Paper Clips,0.37,West,Montana,Helena,59601,2013-05-21,2013-05-22,-17.49,13,65.69,90038,4.184946706904381,1.220829921392359,2.5649493574615367,
20578,Low,0.02,110.98,30.0,18,Laurie Hanna,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star Flex Back Scooter Chair with White Frame,0.71,West,Montana,Helena,59601,2013-10-02,2013-10-04,126.31,22,2575.93,90039,7.853965912941983,3.4011973816621555,3.091042453358316,4.8387392027858835
20579,Low,0.01,12.53,0.5,18,Laurie Hanna,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 485,0.38,West,Montana,Helena,59601,2013-10-02,2013-10-04,152.7867,17,221.43,90039,5.400106512450071,-0.6931471805599453,2.833213344056216,5.029042831059239
24063,Not Specified,0.07,12.99,9.44,19,Jim Rodgers,Regular Air,Small Business,Technology,Office Machines,Medium Box,Hewlett Packard 6S Scientific Calculator,0.39,West,Montana,Missoula,59801,2010-05-21,2010-05-23,-114.63990000000001,18,231.79,90032,5.4458317893365855,2.244955980157409,2.8903717578961645,
25082,Not Specified,0.06,64.65,35.0,20,Marion Nolan Kaplan,Express Air,Small Business,Office Supplies,Storage & Organization,Large Box,Space Solutions Commercial Steel Shelving,0.8,Central,Nebraska,Bellevue,68005,2012-05-31,2012-06-02,-929.68,13,802.21,90036,6.687370418977528,3.5553480614894135,2.5649493574615367,
25083,Not Specified,0.0,15.23,27.75,20,Marion Nolan Kaplan,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,0.76,Central,Nebraska,Bellevue,68005,2012-05-31,2012-06-01,-53.784,1,24.48,90036,3.1978564576441255,3.3232358401924436,0.0,
25711,Medium,0.0,30.98,17.08,20,Marion Nolan Kaplan,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 197,0.4,Central,Nebraska,Bellevue,68005,2013-03-07,2013-03-08,-41.82,1,49.61,90037,3.9041924263129575,2.837908188360424,0.0,
5890,High,0.05,26.48,6.93,21,Tony Wilkins Winters,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,0.49,East,New York,New York City,10012,2010-05-15,2010-05-16,384.38,70,1876.69,41793,7.537264865780872,1.9358598132018119,4.248495242049359,5.951631646606258
6062,Not Specified,0.08,5.0,3.39,21,Tony Wilkins Winters,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Advantus Plastic Paper Clips,0.37,East,New York,New York City,10012,2010-05-21,2010-05-22,-17.49,58,293.06,42949,5.680377366209879,1.220829921392359,4.060443010546419,
6063,Not Specified,0.07,12.99,9.44,21,Tony Wilkins Winters,Regular Air,Small Business,Technology,Office Machines,Medium Box,Hewlett Packard 6S Scientific Calculator,0.39,East,New York,New York City,10012,2010-05-21,2010-05-23,-114.63990000000001,71,914.29,42949,6.818147807781464,2.244955980157409,4.2626798770413155,
7711,Medium,0.0,30.98,17.08,21,Tony Wilkins Winters,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 197,0.4,East,New York,New York City,10012,2011-03-07,2011-03-08,-41.82,1,49.61,55269,3.9041924263129575,2.837908188360424,0.0,
1359,Low,0.05,5.85,2.27,21,Tony Wilkins Winters,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",0.56,East,New York,New York City,10012,2011-04-20,2011-04-24,-6.82,9,54.79,9895,4.003507695550324,0.8197798314933114,2.1972245773362196,
2459,Critical,0.05,7.77,9.23,21,Tony Wilkins Winters,Express Air,Small Business,Office Supplies,Appliances,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,0.58,East,New York,New York City,10012,2012-04-06,2012-04-08,-96.33,18,156.38,17860,5.052288942696368,2.222459048514761,2.8903717578961645,
3763,Critical,0.08,42.98,4.62,21,Tony Wilkins Winters,Express Air,Small Business,Office Supplies,Appliances,Small Box,Belkin F9M820V08 8 Outlet Surge,0.56,East,New York,New York City,10012,2012-05-15,2012-05-16,461.65,60,2585.97,26887,7.857855958336438,1.5303947050936475,4.0943445622221,6.134807028218637
3764,Critical,0.07,8.04,8.94,21,Tony Wilkins Winters,Express Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/pkg",0.4,East,New York,New York City,10012,2012-05-15,2012-05-15,-117.1045,36,303.4,26887,5.715052066914432,2.190535589185423,3.58351893845611,
7082,Not Specified,0.06,64.65,35.0,21,Tony Wilkins Winters,Express Air,Small Business,Office Supplies,Storage & Organization,Large Box,Space Solutions Commercial Steel Shelving,0.8,East,New York,New York City,10012,2012-05-31,2012-06-02,-929.68,50,3085.41,50533,8.034439828643437,3.5553480614894135,3.912023005428146,
7083,Not Specified,0.0,15.23,27.75,21,Tony Wilkins Winters,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,0.76,East,New York,New York City,10012,2012-05-31,2012-06-01,-53.784,5,122.4,50533,4.807294370078226,3.3232358401924436,1.6094379124341003,
2578,Low,0.02,110.98,30.0,21,Tony Wilkins Winters,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star Flex Back Scooter Chair with White Frame,0.71,East,New York,New York City,10012,2013-10-02,2013-10-04,126.31,88,10303.73,18596,9.240261244584671,3.4011973816621555,4.477336814478207,4.8387392027858835
2579,Low,0.01,12.53,0.5,21,Tony Wilkins Winters,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 485,0.38,East,New York,New York City,10012,2013-10-02,2013-10-04,223.38,67,872.68,18596,6.771568936523823,-0.6931471805599453,4.204692619390966,5.408874357112681
19249,High,0.05,14.34,5.0,23,Lynn Moss,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,0.49,West,California,Laguna Hills,92653,2011-11-11,2011-11-12,284.52600000000007,36,519.23,87655,6.25234694492246,1.6094379124341003,3.58351893845611,5.650824637791423
19250,High,0.0,30.98,8.74,23,Lynn Moss,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1979,0.4,West,California,Laguna Hills,92653,2011-11-11,2011-11-12,859.2638999999999,37,1245.31,87655,7.127139773888389,2.167910189667444,3.6109179126442243,6.7560760924975565
18350,Not Specified,0.07,22.84,5.47,23,Lynn Moss,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1929,0.39,West,California,Laguna Hills,92653,2012-09-10,2012-09-13,83.24,7,165.11,87660,5.1066119184437415,1.6992786164338898,1.9459101490553132,4.421728001525434
18478,Low,0.1,146.05,80.2,23,Lynn Moss,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BPI Conference Tables,0.71,West,California,Laguna Hills,92653,2013-11-18,2013-11-25,353.7721600000002,11,1591.71,87669,7.372564189007014,4.384523514872469,2.3978952727983707,5.868653090104991
20631,High,0.06,55.48,14.3,24,Edna Thomas,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 194,0.37,West,California,Laguna Niguel,92677,2010-01-28,2010-01-29,-28.2968,1,67.49,87651,4.211979438755315,2.6602595372658615,0.0,
20632,High,0.02,1.68,1.57,24,Edna Thomas,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,West,California,Laguna Niguel,92677,2010-01-28,2010-01-30,-5.3072,1,2.25,87651,0.8109302162163288,0.45107561936021673,0.0,
20309,Not Specified,0.07,205.99,2.5,24,Edna Thomas,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,V70,0.59,West,California,Laguna Niguel,92677,2012-03-02,2012-03-04,1489.8410999999999,13,2159.19,87656,7.677488430348127,0.9162907318741551,2.5649493574615367,7.306424748957295
20625,High,0.06,21.38,8.99,24,Edna Thomas,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,0.59,West,California,Laguna Niguel,92677,2012-12-19,2012-12-20,-23.415,5,105.99,87662,4.663344750039164,2.196112848483529,1.6094379124341003,
21196,Critical,0.07,11.7,6.96,24,Edna Thomas,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,Harmony HEPA Quiet Air Purifiers,0.5,West,California,Laguna Niguel,92677,2013-01-13,2013-01-14,-88.102,8,89.77,87663,4.497250843768597,1.9401794743463283,2.0794415416798357,
21253,High,0.02,5.98,3.85,25,Virginia Hardison,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",0.68,West,California,Lake Elsinore,92530,2012-04-18,2012-04-20,-27.13,1,7.12,87657,1.9629077254238845,1.3480731482996928,0.0,
21254,High,0.05,5.98,5.2,25,Virginia Hardison,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1992,0.36,West,California,Lake Elsinore,92530,2012-04-18,2012-04-20,-10.58,1,7.81,87657,2.0554049638515948,1.6486586255873816,0.0,
21251,Critical,0.06,25.98,5.37,25,Virginia Hardison,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,3M Office Air Cleaner,0.5,West,California,Lake Elsinore,92530,2013-07-02,2013-07-04,86.51776,7,174.54,87666,5.162153941735165,1.6808279085207734,1.9459101490553132,4.4603497107820695
21252,Critical,0.05,155.06,7.07,25,Virginia Hardison,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",0.59,West,California,Lake Elsinore,92530,2013-07-02,2013-07-04,1268.4891,12,1838.39,87666,7.516645467567077,1.9558604799084813,2.4849066497880004,7.145581786176245
22410,Medium,0.08,59.98,3.99,26,Marguerite Kane,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,0.57,West,California,Lake Forest,92630,2012-06-27,2012-06-29,420.984,11,619.14,87658,6.428331418355678,1.3837912309017721,2.3978952727983707,6.042594828209589
22737,Not Specified,0.0,2.89,0.5,26,Marguerite Kane,Express Air,Corporate,Office Supplies,Labels,Small Box,Avery 498,0.38,West,California,Lake Forest,92630,2013-09-02,2013-09-03,19.409699999999997,7,28.13,87667,3.3368366225017656,-0.6931471805599453,1.9459101490553132,2.9657729411109335
21292,High,0.09,3.69,0.5,26,Marguerite Kane,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 52,0.38,West,California,Lake Forest,92630,2013-12-11,2013-12-12,37.3704,15,54.16,87670,3.9919426286040194,-0.6931471805599453,2.70805020110221,3.6208789472131873
21293,High,0.06,65.99,8.99,26,Marguerite Kane,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,V 3600 Series,0.58,West,California,Lake Forest,92630,2013-12-11,2013-12-12,-85.606752,3,170.67,87670,5.139731867430665,2.196112848483529,1.0986122886681098,
23967,Not Specified,0.04,4.14,6.6,27,Guy Gallagher,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Eldon Image Series Black Desk Accessories,0.49,West,California,Lakewood,90712,2010-11-02,2010-11-04,8.894000000000005,12,54.78,87652,4.0033251638349325,1.8870696490323797,2.4849066497880004,2.1853768920885055
23535,Low,0.1,35.44,19.99,27,Guy Gallagher,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1880,0.38,West,California,Lakewood,90712,2012-07-12,2012-07-14,-47.01,4,142.51,87659,4.959412172685121,2.995232148512309,1.3862943611198906,
23536,Low,0.06,55.48,14.3,27,Guy Gallagher,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 194,0.37,West,California,Lakewood,90712,2012-07-12,2012-07-17,346.7043,9,502.47,87659,6.219535936658488,2.6602595372658615,2.1972245773362196,5.848472255267656
23505,Critical,0.0,8.09,7.96,27,Guy Gallagher,Express Air,Corporate,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",0.49,West,California,Lakewood,90712,2012-10-26,2012-10-26,-171.2664,23,204.57,87661,5.320910215200671,2.0744289998562917,3.1354942159291497,
23506,Critical,0.06,14.2,5.3,27,Guy Gallagher,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Coloredge Poster Frame,0.46,West,California,Lakewood,90712,2012-10-26,2012-10-28,33.4144,11,161.11,87661,5.082087361502896,1.667706820558076,2.3978952727983707,3.5089869447940414
23968,Not Specified,0.01,65.99,8.99,27,Guy Gallagher,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,SC-3160,0.59,West,California,Lakewood,90712,2013-11-02,2013-11-04,847.943712,29,1730.04,87668,7.455899808611813,2.196112848483529,3.367295829986474,6.742814256230338
24987,High,0.06,2.88,0.7,28,Ronnie McNamara,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 346,0.56,West,California,Lancaster,93534,2011-01-22,2011-01-23,-2.2072,1,3.41,87653,1.2267122912954254,-0.35667494393873245,0.0,
24074,Critical,0.07,225.04,11.79,28,Ronnie McNamara,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,0.42,West,California,Lancaster,93534,2013-04-14,2013-04-16,28.81,1,226.03,87665,5.420667733825497,2.4672517145492794,0.0,3.360722549096437
25324,Not Specified,0.08,65.99,3.9,29,Elizabeth Walker,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC Series,0.55,West,California,Lawndale,90260,2011-01-30,2011-02-01,-120.52304,3,164.1,87654,5.100475998096045,1.3609765531356006,1.0986122886681098,
25323,Not Specified,0.08,3.08,0.99,29,Elizabeth Walker,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 481,0.37,West,California,Lawndale,90260,2013-01-30,2013-01-31,-1.6864000000000001,1,3.85,87664,1.3480731482996928,-0.01005033585350145,0.0,
18877,High,0.01,6.48,6.65,31,Alice Capps,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1966,0.36,West,Oregon,Eugene,97405,2012-08-11,2012-08-13,-43.3316,15,99.56,89206,4.600760477499391,1.8946168546677629,2.70805020110221,
23509,High,0.08,34.99,7.73,32,Matthew Berman,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,Hunt Boston® Vacuum Mount KS Pencil Sharpener,0.59,West,Oregon,Grants Pass,97526,2010-02-22,2010-02-23,144.69,13,424.68,89199,6.0513359441453725,2.0451088625993306,2.5649493574615367,4.97459352274899
23612,High,0.01,17.98,8.51,32,Matthew Berman,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon P1-DHIII Palm Printing Calculator,0.4,West,Oregon,Grants Pass,97526,2010-03-27,2010-03-28,-35.8788,2,40.17,89200,3.693120448371191,2.1412419425852827,0.6931471805599453,
23278,Medium,0.09,125.99,7.69,32,Matthew Berman,Express Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC 3000,0.59,West,Oregon,Grants Pass,97526,2010-07-20,2010-07-22,209.997,8,783.55,89202,6.663834875969225,2.0399207835175526,2.0794415416798357,5.347093244901141
